-5.0	465.31739473316554	470.4628625863716	469.1971185312204	471.46399992460744	470.26373418622984
-4.5	276.7532412956576	280.7301435796284	285.86329780302196	279.841611828192	277.7759572518118
-4.0	149.18799017903038	156.0422381907529	154.40912593423755	152.56935352488625	149.8047180999314
-3.5	66.26271923802756	67.61655968572875	67.50532073896638	65.34157118338968	65.46519817183102
-3.0	17.510648385537557	14.031568754663692	12.750136941070988	16.746564168419958	15.906453211300722
-2.5	-10.203975151929647	-13.332456442884116	-12.080479313610276	-13.081855977147459	-10.494120247135402
-2.0	-19.757652366793153	-19.232198895242668	-18.367236765708714	-20.30047216967207	-21.398725615009127
-1.5	None	None	None	None	None
-1.0	-15.895268007191053	-15.504829749992432	-14.168572906801032	-12.704596682579798	-16.50075445190388
-0.5	-10.361833938410253	-7.235316319544292	-9.555331053025348	-10.070474643217885	-10.896325176113233
0.0	-6.124103490000502	-5.916362248101687	-5.3627085152327405	-4.515825370959634	-6.475754364839802
0.5	-4.041392414108931	-5.778344647955853	-2.9332535993948774	-3.400455983580326	-4.872835226033487
1.0	-7.7921797290006785	-4.570515276563786	-6.111160982140034	-3.7920344374782537	-6.212583133309332
1.5	None	None	None	None	None
2.0	-0.16266775045965343	0.5753887402215838	-0.6295528082106854	1.7698191717898926	-2.158001531500819
2.5	12.87046110494265	13.307822815535875	13.119488335859767	13.764868559915847	11.866653340678091
3.0	43.66571953556116	46.314699873178206	46.6705342404108	45.28755851691626	45.28800721472791
3.5	102.84875676390399	103.21100853074776	102.85798595355138	99.7996783921191	97.55777459780292
4.0	191.9711234271508	192.20586428646945	185.41540173206226	188.26854947256385	188.27692261799848
4.5	318.42959869173814	323.4610041441397	326.58000012324527	327.9734140617552	321.43614312365423
5.0	520.6042288416305	522.1902592288804	520.8704763708222	518.9852745505267	520.9078082587503
