-100.0	99949523.66351518	99949508.73425306	99949394.49011935	99949539.4157884	99949555.04102665
-90.0	65569028.58848686	65569102.06031775	65569029.55420175	65569052.6929714	65568996.411313765
-80.0	40927568.18576173	40927664.193454236	40927622.800504275	40927532.43410106	40927611.38171846
-70.0	23985179.665311653	23985138.708475914	23985142.87081017	23985162.80380878	23985109.73492232
-60.0	12941696.789274968	12941708.687477285	12941716.134790562	12941752.955580918	12941704.961697733
-50.0	6237244.705623583	6237267.550787053	6237304.618493328	6237221.836046501	6237280.933091415
-40.0	2551795.968924864	2551819.031637265	2551822.6500822045	2551786.194219278	2551792.111961625
-30.0	805363.2796135781	805380.8193302534	805327.1113580881	805319.7844768786	805340.364517233
-20.0	157901.64432439985	157887.34997930468	157904.03790213753	157912.93558816626	157887.84234976379
-10.0	9439.854537836029	9445.682306814648	9437.398104020043	9447.116114217406	9446.71750792388
0.0	-6.032302901280237	-7.655164946668179	-5.221004764260166	-6.218116039366418	-6.073603662565758
10.0	9539.12643100165	9537.347616954188	9546.862720321327	9543.521292485588	9539.388588589864
20.0	158096.21311314253	158105.57266913005	158088.28083692255	158079.37320097315	158084.84624689582
30.0	805647.4982809476	805633.1690216779	805656.1488022323	805635.332300804	805632.61275448
40.0	2552197.393309828	2552183.5527541395	2552184.969554216	2552187.8238223116	2552169.9969112603
50.0	6237716.422025137	6237729.79398871	6237768.932342739	6237726.156070953	6237711.79737589
60.0	12942309.922393266	12942355.87576504	12942258.845696492	12942305.351936856	12942355.1120055
70.0	23985847.70059583	23985813.14713893	23985847.990558784	23985814.42163108	23985922.604565695
80.0	40928347.17874057	40928389.06234233	40928429.00071735	40928351.16386571	40928377.713296846
90.0	65569867.51640894	65569984.5090156	65570003.92448973	65569927.08097829	65569886.6247505
100.0	99950489.04400545	99950561.81213793	99950412.64621462	99950383.89416382	99950543.79642953
