-1.0	-14.463496246860869	-14.846121118399912	-15.895640100520295	-15.61528015319141	-15.841183454516125
-0.9	-14.44192096922952	-13.291648580664226	-11.58404555553243	-12.403283318137131	-13.752039721994045
-0.8	-13.321391582263699	-12.246098873543868	-12.68077261862851	-12.838318640048861	-13.22231285236059
-0.7	-12.849619146408145	-11.800539129049778	-12.015458627319852	-12.31414151541834	-12.10252148173247
-0.6	-11.516781588160688	-12.116727929460216	-9.569949667877228	-12.862856554066093	-10.386434758811678
-0.5	-10.422788343188593	-9.661074247588049	-8.935437030633533	-9.299305039203276	-8.845731214720622
-0.4	-8.96875366336824	-9.011158551766869	-6.915255556944249	-7.779068510295264	-8.529313983123158
-0.3	-7.659386497144135	-7.694109676698265	-8.700736641127596	-8.75898819828894	-6.100088386599307
-0.2	-8.03953573029075	-8.219023331166516	-6.605077401971377	-7.377797325967471	-6.192859946939284
-0.1	-8.346410470688054	-6.910709844047624	-7.375074232822777	-5.725847342345327	-7.593121238815201
-2.22044604925e-16	-3.9698535002357267	-7.206858814870979	-6.184495021725862	-5.369827719367018	-3.632274886588426
0.1	-4.863138872982159	-4.758149021773289	-4.792514723707259	-7.708580529765308	-6.51363370144212
0.2	-5.906050978032856	-5.968667353758842	-5.087365712186281	-5.518212835575743	-6.495108001328962
0.3	-4.822853288616445	-5.577273016047623	-5.093625182389543	-5.311575083957671	-6.035676959321809
0.4	-3.2382815478758884	-5.3949080311409245	-6.33594732441383	-4.507205939766007	-5.495024213115645
0.5	-7.8340541065598	-4.345988995641585	-5.630973665199074	-4.47207124506973	-4.44502003252294
0.6	-3.8221826208768763	-2.228142059709624	-3.970098901664333	-4.118199798132515	-2.8147919093296028
0.7	-5.681796755740079	-5.838429409086936	-5.083215083519976	-3.8413820904301716	-4.830996647767051
0.8	-6.393778892811161	-4.067911300899489	-4.179431832925371	-6.528723961674224	-3.4121536950927753
0.9	-3.92033198801235	-6.000216386291563	-5.091696811784862	-4.077783519958225	-5.214076959238686
1.0	-3.770758349146111	-3.4987967743835684	-4.3816393429522975	-4.2688732367952085	-5.3747040706992
